n,python,nim,rust,nim_v_python,rust_v_python,rust_v_nim
18,1.5267639992089243e-05,6.778900024073664e-07,5.201999920245725e-07,22.522297036200303,29.349558297125178,1.3031334348335497
19,1.6870330000529066e-05,8.113900003081653e-07,5.800000144517981e-07,20.791887987431107,29.08677513822908,1.3989482415359444
20,1.8095720006385817e-05,7.553899922640994e-07,6.206000034580939e-07,23.95546696633915,29.15842717620567,1.217193019746909
21,1.833042000725982e-05,9.166899872070644e-07,6.238000059965998e-07,19.996313108107827,29.38509110459953,1.4695254543041174
22,1.9746409998333546e-05,1.110299999709241e-06,7.184000060078688e-07,17.784751872020735,27.486650658682287,1.5455178040422786
23,2.0964109990018186e-05,9.365900041302666e-07,7.593000009364915e-07,22.383444087133746,27.6097852813932,1.2334913775518404
24,2.2726299994246803e-05,1.0285999996995087e-06,9.564900028635747e-07,22.09440015641258,23.760101962600736,1.075390225323891
25,2.397239999481826e-05,1.1512899982335512e-06,9.100900024350267e-07,20.82220815919501,26.340691503783113,1.2650287280963117
26,2.4902589993871517e-05,1.0774899965326768e-06,9.215999853040558e-07,23.111666998308234,27.021039920758696,1.169151490575588
27,2.666628000952187e-05,1.1250000170548447e-06,1.1018000077456235e-06,23.703359649124224,24.202468526101526,1.0210564613778597
28,2.7377369988244027e-05,1.198290010506753e-06,1.0300900066795293e-06,22.84703181049321,26.577648371227607,1.1632867057602203
29,2.7458770000521325e-05,1.2713899923255668e-06,1.0710000060498714e-06,21.597440727290163,25.638440565277364,1.1871054949988153
30,2.8474880000430858e-05,1.383300004818011e-06,1.087990003725281e-06,20.58474654901563,26.172005168184253,1.2714271271625546
31,3.369605999978376e-05,1.487199988332577e-06,1.2912999955005945e-06,22.657383179220705,26.094679870823438,1.1517075764846096
32,3.508485000565997e-05,1.7265899987251032e-06,1.3456899978336879e-06,20.32031346849355,26.072015146237316,1.2830518184014104
33,3.6464240001805595e-05,1.6298899936373346e-06,1.4336999993247446e-06,22.3722092559329,25.433661169686694,1.1368417342575106
34,3.6467550016823226e-05,1.9226000040362124e-06,1.4729999929841143e-06,18.96782999077553,24.757332104900094,1.3052274359766047
35,3.906842999640503e-05,1.9832900034089106e-06,1.5977899965946562e-06,19.698798425471608,24.451542492862604,1.2412707600096786
36,3.9945230000739684e-05,1.878990005934611e-06,1.6691900054865983e-06,21.258883695270587,23.93090652917907,1.1256897056407023
37,4.107661998205003e-05,2.342589996260358e-06,1.7327900059171952e-06,17.53470306268854,23.705480665158543,1.3519179982922311
38,4.278532000171254e-05,2.3387900000670923e-06,1.7414899957657326e-06,18.293784392991746,24.568226120012735,1.342982162259696
39,4.370789998574764e-05,2.0659899928432424e-06,2.131490000465419e-06,21.155910791995783,20.505796403550498,0.9692703190688793
40,4.652707999412087e-05,2.196889981860295e-06,2.1322899920050987e-06,21.178611754932945,21.820240290284875,1.0302960620259958
41,4.8261390002153345e-05,2.4257900076918302e-06,2.060790011455538e-06,19.8951227637691,23.418878068060064,1.1771165398741876
42,4.7510399999737276e-05,2.410490014881361e-06,2.3779900038789493e-06,19.709851402174603,19.979226120479424,1.0136670090914588
43,5.041428999902564e-05,2.725489994190866e-06,2.7313899954606314e-06,18.49733079427153,18.457375212917405,0.9978399271874135
44,5.30520800020895e-05,2.773689993773587e-06,2.293289999215631e-06,19.126895983755016,23.13361154508797,1.209480700095612
45,5.308076999426703e-05,2.5143899983959273e-06,2.4084899996523743e-06,21.110794279380002,22.039024451805222,1.0439694575268479
46,5.3707450006186265e-05,3.080180013057543e-06,2.6671900013752747e-06,17.436464680151445,20.136341984820454,1.1548408667808892
47,5.7020639997062975e-05,2.911480005423073e-06,2.546089999668766e-06,19.584760977528056,22.39537487067664,1.1435102473996765
48,6.04214399936609e-05,3.157680002914276e-06,2.749089999269927e-06,19.13475714381981,21.978705684319888,1.1486273653292027
49,6.0514349988807226e-05,3.406590003578458e-06,2.884479999920586e-06,17.763907580671532,20.97929262483126,1.181006629850873
50,6.095294000260765e-05,3.2262799868476576e-06,2.757090005616192e-06,18.892638038573867,22.10770772025814,1.170175794143726
51,6.361773001117399e-05,3.322989996377146e-06,3.014579997397959e-06,19.144725106164188,21.10334775195409,1.102306125312777
52,6.469308998930501e-05,3.5192799987271426e-06,3.0306799999380018e-06,18.382478806091953,21.346064246515116,1.1612179440914698
53,6.652160998783075e-05,3.417490006540902e-06,3.1475800096814053e-06,19.465048869349076,21.13420779876029,1.085751592026033
54,6.793931001084275e-05,4.009679996670457e-06,3.3642800008237827e-06,16.943823464031528,20.1943090331979,1.1918389657485824
55,7.146789001126308e-05,3.551089994289214e-06,3.3733900090737734e-06,20.12562061963966,21.185777457995705,1.052676976198264
56,7.30225799998152e-05,3.930779985239496e-06,3.542590002325596e-06,18.57712216761632,20.612766352267194,1.1095780157057593
57,7.444965000104275e-05,4.033380009786924e-06,3.7413800055219325e-06,18.458377296558226,19.898981095521417,1.0780460695876994
58,7.767686000079266e-05,4.001779998361598e-06,3.6242900023353286e-06,19.41057730124969,21.432297070803166,1.1041555713761957
59,7.641416999831563e-05,4.139580014452804e-06,3.8824900002509825e-06,18.459401613575654,19.68174290040048,1.0662178174792987
60,7.763306999549968e-05,4.1281799894932195e-06,3.7973799953761045e-06,18.80564078918226,20.44385078396945,1.0871126920455458
61,7.837056000425946e-05,4.117780008527916e-06,3.708780004672008e-06,19.032235778005177,21.131088904042528,1.1102788527064653
62,8.370691999516566e-05,4.73477999548777e-06,4.2287799988116606e-06,17.679157231157113,19.794579055587743,1.1196562594455852
63,8.809739998469012e-05,4.596979997586459e-06,4.189480005152291e-06,19.16419040999606,21.028242138963904,1.0972674393798318
64,8.859682000547764e-05,4.7870799971860834e-06,4.441080000106012e-06,18.507486830710196,19.9493861860995,1.07790897643632
65,8.7240130014834e-05,4.748579995066393e-06,4.347590001998469e-06,18.37183539194315,20.066319495336973,1.0922327065991964
66,9.050838998518884e-05,5.155779999768128e-06,4.484679993765894e-06,17.554742442318968,20.18168299878778,1.1496427854239595
67,9.340508000605041e-05,5.074879991298075e-06,4.698879984061932e-06,18.405377105707448,19.878158268112795,1.0800190701851278
68,9.426828999494319e-05,5.173979989194777e-06,4.8214799971901814e-06,18.219685849541545,19.55173308815551,1.0731103296518958
69,9.913988000334939e-05,5.450370008475147e-06,5.111980008223327e-06,18.189568753899298,19.39363609479481,1.0661954858406084
70,0.00010078332999910344,5.649169997923309e-06,5.078180001873989e-06,17.84037832746269,19.846348487432824,1.112439889062343
71,0.00010060586999316001,5.553870014409768e-06,5.0614800056791865e-06,18.11455250701466,19.87676922170514,1.0972818243237352
72,0.00010201027000221074,6.258270004764199e-06,5.205570014368277e-06,16.300074928782866,19.59636883581331,1.2022256904604658
73,0.0001053571199918224,6.169070002215449e-06,5.879170003026957e-06,17.078282456510678,17.92040712168182,1.049309681305224
74,0.00010438294000778115,5.878479987586615e-06,5.5291700118687e-06,17.756790909929613,18.878591141838072,1.063175842842253
75,0.00010869432999243145,6.094370000937488e-06,5.785670000477694e-06,17.835203634782786,18.786818118464602,1.053355964034296
76,0.00011096861999249086,6.228769998415373e-06,5.881680008315015e-06,17.815494876311337,18.866823736689675,1.059012049212074
77,0.00011307458998999209,6.8022699997527524e-06,6.035270016582217e-06,16.62306700470609,18.73563066429734,1.1270862746924601
78,0.00011391420999643742,6.607570012420183e-06,6.1548799931188115e-06,17.23995504887788,18.50794980954854,1.0735497718570437
79,0.00011553950998859364,7.075869998516282e-06,6.400969996320783e-06,16.32866488683664,18.050312695576554,1.105437145086358
80,0.0001180841699897428,7.122360002540517e-06,6.566069987457013e-06,16.579359923904807,17.98399502523059,1.0847219137392947
81,0.00012119197001084103,6.833469997218344e-06,6.539570003951667e-06,17.735055551597338,18.532100724911324,1.0449417917522226
82,0.00012242007998793268,6.7204699917056135e-06,7.087969988788245e-06,18.215999794511877,17.271529109403232,0.9481515867499519
83,0.00012547602998893125,7.2306699985347225e-06,6.908070008648792e-06,17.353306127144325,18.163688241699532,1.046699004133143
84,0.00012657866000154172,7.150569999794243e-06,6.749469994247193e-06,17.701897891382647,18.753866616108983,1.0594268892059557
85,0.00012938414000018383,7.4833699909504506e-06,7.1521599966217764e-06,17.289555395048822,18.09021890747643,1.046309086273953
86,0.00012856801000452834,7.584069990116404e-06,7.074270015436923e-06,16.95237651710477,18.17403205192581,1.0720639689419593
87,0.0001303630500115105,7.663859996682731e-06,7.046470000204863e-06,17.010103272755188,18.500476126020608,1.0876169197427816
88,0.0001347613300094963,7.922469994809945e-06,7.246969998959685e-06,17.010014565884024,18.59554131296825,1.0932113691580383
89,0.00013592918001450015,8.072769996942953e-06,7.589969991386169e-06,16.83798498730605,17.909053681208977,1.0636102654035142
90,0.0001346843300052569,7.992470000317552e-06,7.5129699871467895e-06,16.85140263271626,17.926909096625604,1.063822964019701
91,0.000136248210001213,8.16646001112531e-06,7.570759989903308e-06,16.683876467355464,17.996635764826713,1.0786843093713778
92,0.00013965826999992714,8.423069994023536e-06,8.37826999486424e-06,16.580447520799375,16.669105923482494,1.0053471658453068
93,0.00014327308999781963,8.465369992336491e-06,7.977370005392004e-06,16.924610516435965,17.959940419082926,1.0611730415681662
94,0.00014313313999082312,8.855559990479378e-06,8.198569994419812e-06,16.16308174126828,17.45830554453322,1.080134705992232
95,0.00014680776999739464,8.734959992580116e-06,8.36875999084441e-06,16.806919564840598,17.54235635363008,1.0437579763473126
96,0.00014767684999242192,8.652659998915623e-06,8.267859993793535e-06,17.06721979263362,17.86155669100336,1.0465416692361684
97,0.00014929184000720853,9.206059985444881e-06,8.686359997227555e-06,16.216692074920694,17.186927557096222,1.0598294323955257
98,0.00015301995001209433,9.053160010807914e-06,8.780160005699144e-06,16.90237992363052,17.427922715846876,1.0310928280272305
99,0.00015459340998859262,9.245350011042319e-06,9.185560011246706e-06,16.721206855765516,16.830047356863382,1.0065091295165898
100,0.00016109620999486652,9.97836001261021e-06,8.918670009734343e-06,16.144557802212013,18.062806429550257,1.1188170435411626
101,0.000160935990006692,9.6060500072781e-06,9.268759986298392e-06,16.753607350030197,17.36327084147143,1.0363899832856076
102,0.00016580527000769506,9.936360002029687e-06,9.520959993096768e-06,16.686721291682893,17.414763860778034,1.0436300550820619
103,0.00016688448000422794,1.0644150006555719e-05,9.488760006206577e-06,15.678516358886712,17.587596260741044,1.1217640660732702
104,0.00016890454999156644,1.035535999108106e-05,9.722059985506348e-06,16.310833243560996,17.37332934001327,1.0651405161579783
105,0.00016951527000856004,1.0623649995977757e-05,9.755449991644127e-06,15.956405761931219,17.376468553860214,1.0889964076569787
106,0.00017452402998969775,1.0583959992800374e-05,1.0724250005296199e-05,16.489483152658917,16.273774847053044,0.9869184313656859
107,0.0001749437499893247,1.1077350009145449e-05,1.0359549996792339e-05,15.792924286484704,16.887195876605944,1.0692887251449499
108,0.00017746870000337367,1.0906759998761117e-05,1.0395450008218177e-05,16.2714408333485,17.07176696180299,1.049185940977901
109,0.00018001002999881165,1.078794999557431e-05,1.062645998899825e-05,16.686212864599824,16.939792761199783,1.0151969712155555
110,0.0001838296700043429,1.1524349993123906e-05,1.0726849995990052e-05,15.951413321708063,17.137339486714435,1.0743461498419367
111,0.00018538210999395234,1.169484999991255e-05,1.1219460011488991e-05,15.851602200570214,16.52326491686023,1.0423719134376117
112,0.00018739745999482693,1.1500750006234738e-05,1.0985160006384831e-05,16.29436861884971,17.059147057112245,1.0469351379088
113,0.00018772539999190486,1.2133449999964795e-05,1.1169149984198156e-05,15.47172485916615,16.807492088251497,1.0863360253135563
114,0.0001909348399931332,1.2262250002095244e-05,1.1248959999647923e-05,15.570946601195399,16.973554888550517,1.0900785497040646
115,0.00019231637999837404,1.2206450010125992e-05,1.1874650008394383e-05,15.755308041145126,16.19554090962028,1.0279418763076853
116,0.0001969814100084477,1.2334550010564271e-05,1.176915000542067e-05,15.969890254588732,16.737097404461785,1.0480408529828567
117,0.00019729065999854356,1.2668239996855845e-05,1.1641340006462996e-05,15.573644014283714,16.94741841480555,1.088211493678798
118,0.00019813732000329765,1.2097849994461285e-05,1.1512649998621781e-05,16.377895253620284,17.21040073545338,1.0508310420198268
119,0.00020009212001241396,1.2921029992867262e-05,1.238233999174554e-05,15.485771654649042,16.15947552286577,1.043504701169636
120,0.0002031458199962799,1.2938340005348436e-05,1.214415000504232e-05,15.701072928389864,16.72787473079076,1.0653969195025064
121,0.00020422608000444597,1.3057550004305086e-05,1.2010739992547314e-05,15.640459346287201,17.003621769447065,1.0871561629347832
122,0.0002046976299970993,1.2768640008289367e-05,1.2215349997859448e-05,16.031278966609612,16.757410146493502,1.04529465062621
123,0.00020701818000816276,1.3170940001145936e-05,1.2474649993237109e-05,15.717798425180828,16.5951092912742,1.0558163963146308
124,0.00020779491000212148,1.339293999990332e-05,1.2365840011625551e-05,15.51525729254529,16.803946178081418,1.083059459552457
125,0.00020970427998690867,1.3344150011107558e-05,1.2793950008926914e-05,15.715072133658014,16.390894121095407,1.0430047015813526
126,0.00021281627999997,1.456633999623591e-05,1.3357840016396949e-05,14.61014091768858,15.931938078217348,1.090471212288477
127,0.00021470665999004268,1.4335740015667397e-05,1.3108350012771552e-05,14.977019655447975,16.379381064806214,1.093634210384983
128,0.00022044118999474448,1.3651530007336988e-05,1.3123340013407869e-05,16.147727754784174,16.797643722522153,1.0402481375464994
129,0.00021320518000720768,1.4396840015251655e-05,1.3290839997353031e-05,14.809165051590725,16.041512805034827,1.0832152082275381
130,0.00021636266999848884,1.3937640014773933e-05,1.3327029992069583e-05,15.523623064532007,16.234875296839444,1.0458174119115589
131,0.00022187912998560932,1.4205339994077804e-05,1.3589440004579956e-05,15.619417069785769,16.327319588653463,1.0453219550835262
132,0.00022088171001087177,1.4718040001753251e-05,1.4027639990672469e-05,15.007549237844154,15.74617755786039,1.049217117885821
133,0.00022509274000185543,1.4647839998360724e-05,1.405353999871295e-05,15.366957860479506,16.01680003916948,1.0422882775231153
134,0.00022536338999998407,1.4467240016529103e-05,1.3966740007163025e-05,15.57749714130007,16.135718849524192,1.0358351346920893
135,0.0002264415199897485,1.4875730012136045e-05,1.403864000167232e-05,15.222212274961366,16.129875825776157,1.059627571500089
136,0.00022997179999947548,1.5377240015368442e-05,1.4414730012504151e-05,14.955336573379569,15.953944319455513,1.066772669486654
137,0.00023185018999356545,1.521492999017937e-05,1.4775330000702525e-05,15.238334329715318,15.691709760969239,1.0297522958509857
138,0.00023683679000896518,1.579362999109435e-05,1.4916929994797102e-05,14.995716003383123,15.877046422526073,1.0587721465880067
139,0.00024051592999967396,1.5816930008440978e-05,1.5075539995450526e-05,15.20623343918943,15.95405073863069,1.0491783387669156
140,0.00024390475999098272,1.593582999703358e-05,1.54708300033235e-05,15.305431849887022,15.76546054339594,1.0300565641022612
141,0.0002460808099931455,1.6077130003395722e-05,1.5726729998277733e-05,15.306264858290607,15.647296673885437,1.0222805379857327
142,0.00024983339999380406,1.658492001297418e-05,1.574911999341566e-05,15.063889352397387,15.863324433254276,1.0530696330911153
143,0.00024881424000341214,1.6429129991593073e-05,1.558383000883623e-05,15.14469969686359,15.966180320391796,1.0542421203438144
144,0.00025150178000330923,1.6835730002640047e-05,1.6018829992390238e-05,14.938572902028644,15.700383868408956,1.0509962344714239
145,0.0002470922400061681,1.719562000289443e-05,1.5969619998941197e-05,14.369487111518902,15.472643683603655,1.0767707687493202
146,0.00025391539998963707,1.7636330012464897e-05,1.644662999751745e-05,14.397292396443948,15.438749459795991,1.0723370085620598
147,0.0002605259499978274,1.809792000130983e-05,1.685903000179678e-05,14.395353166494932,15.45319926295056,1.0734852479283217
148,0.00026006198000686707,1.793131999875186e-05,1.6719520008336986e-05,14.50322564233805,15.554392702493272,1.0724781566582429
149,0.00026090676999956485,1.784232999852975e-05,1.722771999993711e-05,14.62290911675012,15.144590810653836,1.0356756435903813
150,0.000263226629995188,1.8092629998136543e-05,1.7177919999085135e-05,14.54883176311565,15.323544993177693,1.05324917097647
151,0.0002697599299972353,1.8327210000279592e-05,1.781721999577712e-05,14.719094177079871,15.140405184488456,1.0286234330958108
152,0.0002732480299891904,1.8499229990993627e-05,1.779083000656101e-05,14.770778574147224,15.358925350218081,1.0398182650371774
153,0.0002716951000002155,1.863853000031668e-05,1.7916329998115543e-05,14.577066968028017,15.164662630616462,1.040309594781805
154,0.00027244810000411236,1.9216820001020095e-05,1.7790329984563868e-05,14.177585052555514,15.31439272011859,1.080183448968847
155,0.00028081789998395833,1.931942000737763e-05,1.810641999327345e-05,14.535524352010599,15.509300021113088,1.0669928132979802
156,0.0002813374600009411,1.878331999250804e-05,1.844541999162175e-05,14.978047550334873,15.252429065249247,1.0183189106585684
157,0.0002827961399998458,1.980011998966802e-05,1.8434720004734118e-05,14.282546779888849,15.340408746496962,1.0740667601451641
158,0.00028525477999210127,1.9991509998362744e-05,1.915500999530195e-05,14.2687961047196,14.891914964391258,1.043670037408801
159,0.00028707755000141334,1.9727609997062244e-05,1.8580019986984552e-05,14.552069411558914,15.45087412190694,1.0617647349616193
160,0.00028751693000231174,1.9778109999606387e-05,1.877211998362327e-05,14.537128674480712,15.316167287080015,1.0535895794860006
161,0.00029005431000769024,2.0249909994163318e-05,1.9202419989596818e-05,14.32373329517481,15.105091450183428,1.0545498955409782
162,0.0002938643299967225,2.0658299999922746e-05,1.925440999912098e-05,14.225000604978215,15.26218305365567,1.0729126470697288
163,0.0002959170400026778,2.051850999123417e-05,1.9536220006557413e-05,14.421955596634367,15.147098051892947,1.05028045263347
164,0.00029652008999619283,2.0486909997998738e-05,2.0639510003093163e-05,14.473636581854382,14.366624496015387,0.9926064133755329
165,0.00029893799001001753,2.1140299995749956e-05,2.0229109995852923e-05,14.140669246421101,14.777614540199812,1.0450435041424873
166,0.000300923499999044,2.1038799986854427e-05,1.9997800009150524e-05,14.303263503007233,15.047830254395405,1.0520557249911273
167,0.00030651859000499824,2.134251000825316e-05,2.0437910006876336e-05,14.361881048033588,14.997550625375592,1.044260885827977
168,0.00030807384000581807,2.165451000109897e-05,2.0373610004753574e-05,14.226774930034587,15.121220045634438,1.062870546557362
169,0.00031173043000308097,2.2038009992684236e-05,2.078061001157039e-05,14.145126084731034,15.001024023332967,1.0605083286974608
170,0.0003151876199990511,2.245439000034821e-05,2.1429509997688003e-05,14.036792805066774,14.708111386263905,1.0478256386996614
171,0.0003142911400027515,2.1900100000493695e-05,2.079609999782406e-05,14.351128076842864,15.112984647873228,1.0530868770002622
172,0.0003151600499950291,2.24155000069004e-05,2.114871000230778e-05,14.059916124914013,14.9020933173058,1.0598991619089007
173,0.0003168840999933309,2.2010800003045005e-05,2.1407009990070945e-05,14.396755226956437,14.802819269963853,1.0282052474051309
174,0.00031801850000192646,2.2464110006694682e-05,2.1808800011058337e-05,14.156737120106321,14.582118220198842,1.0300479620751286
175,0.00031912159000057727,2.276979999805917e-05,2.2131000005174428e-05,14.015124859584988,14.419664268490523,1.0288644883979658
176,0.0003239946100075031,2.343129001019406e-05,2.2482990007119953e-05,13.827433737815774,14.410654895318634,1.0421785537766017
177,0.0003275264799958677,2.3262900012923636e-05,2.2862290006742114e-05,14.079348654463173,14.326057446532252,1.0175227418628396
178,0.00033364584000082685,2.359579999392736e-05,2.2485310000774917e-05,14.140052046834365,14.838391820674401,1.0493873552605755
179,0.00033411393000278624,2.3656200010009343e-05,2.266780000354629e-05,14.123736266239586,14.739583459820336,1.0436037024461315
180,0.00034317388999625107,2.4480190004396717e-05,2.312569999048719e-05,14.018432452305966,14.83950281018159,1.0585707682131438
181,0.0003491856700020435,2.4131899990607054e-05,2.4157389998435973e-05,14.469878879738367,14.454610784718502,0.9989448360178574
182,0.0003430276899962337,2.4144700000761075e-05,2.3790699997334742e-05,14.207163062097312,14.418562296807696,1.0148797640870588
183,0.00034561520000352174,2.4616390001028775e-05,2.353329000470694e-05,14.040044051507053,14.686225340120082,1.0460241639016559
184,0.0003457252000043809,2.443218001644709e-05,2.456248999806121e-05,14.150403270262741,14.075331940355804,0.9946947568579405
185,0.000345522620009433,2.4586499985161937e-05,2.353959998799837e-05,14.053347170925406,14.678355629900135,1.044473992663313
186,0.00034636038000826377,2.4582189998909597e-05,2.404860000751796e-05,14.08989109691315,14.402517398101603,1.0221879856301335
187,0.0003528937000010046,2.5787890008359683e-05,2.3840600006224124e-05,13.684473599298226,14.80221554444409,1.0816795718911092
188,0.0003611141199871781,2.600129000711604e-05,2.600634001282742e-05,13.888315536973293,13.885618653338433,0.9998058163621297
189,0.00036079835999771606,2.60279900066962e-05,2.4824800002534177e-05,13.8619370879155,14.533787178985726,1.0484672587106119
190,0.0003684850799982087,2.6201880009466548e-05,2.5646890007919866e-05,14.063306902599269,14.36763209435604,1.0216396608468044
191,0.00037179777000346804,2.6946289999614237e-05,2.571099001215771e-05,13.797735050308992,14.460655533982145,1.0480456017785547
192,0.00037354836000304205,2.710757999011548e-05,2.5809889993979596e-05,13.78021793680044,14.473070597750544,1.0502787883419333
193,0.00037557944999207395,2.6773580011649755e-05,2.638399000716163e-05,14.02798765905237,14.235127055844368,1.0147661519119124
194,0.0003786065399981453,2.7432970000518253e-05,2.664158999323263e-05,13.801150221466827,14.211109025186452,1.0297046838227992
195,0.00037790903999848527,2.7937880004174078e-05,2.613679000205593e-05,13.526761513114936,14.458892617217293,1.0689101455066392
196,0.0003812268300134747,2.7732869984902208e-05,2.6875779985857663e-05,13.746389400772975,14.184772691772315,1.0318907953367513
197,0.00038379662000807,2.870308000638033e-05,2.659698000570643e-05,13.371269561411419,14.430082660727864,1.0791856819917913
198,0.00038804571000582654,2.8607860003830864e-05,2.687719001187361e-05,13.564304004349278,14.437733625963077,1.0643917757471184
199,0.0003884021900012158,2.9091870001138886e-05,2.7279580008325867e-05,13.350884284372599,14.237836135405072,1.066433940414768
200,0.00039664136998908363,2.9211370001576143e-05,2.7901179983018665e-05,13.578321385394874,14.215935319957406,1.0469582297004962
201,0.00039774986000338684,2.878237999539124e-05,2.8070580010535196e-05,13.819213701823001,14.16963453744479,1.025357508985881
202,0.0003982442500091565,2.92284800161724e-05,2.812258000631118e-05,13.62521245678202,14.161014029288344,1.0393242728658976
203,0.00040338423999855875,2.9796369999530726e-05,2.820498000801308e-05,13.53803298874701,14.30188001849165,1.056422305247709
204,0.00040469991999998457,3.0000269998708972e-05,2.8017780005029634e-05,13.48987592503002,14.444396377133897,1.0707582825378545
205,0.00040259093000713617,3.001356999448035e-05,2.8967779999220512e-05,13.413630237295155,13.897886894265609,1.0361018343583104
206,0.00040753881999989973,2.983398000651505e-05,2.933828000095673e-05,13.660223004470161,13.89102633101224,1.0168960145428483
207,0.00042140765999647555,3.0065869996178663e-05,2.9243279986985725e-05,14.01614721443404,14.410410192838032,1.028129197872435
208,0.00041859086000840763,3.057287000046927e-05,2.868327001124271e-05,13.691578841043794,14.593554355704093,1.0658781229785135
209,0.00041267599999628146,3.0881670008966465e-05,2.9220369997347005e-05,13.363137417000486,14.122887562127017,1.0568541743917101
210,0.0004139470900008746,3.069537000556011e-05,3.2234409991360737e-05,13.48565239402206,12.84177653978522,0.952254749312517
211,0.0004115761000139173,3.0299669997475576e-05,2.91616799950134e-05,13.583517577855067,14.113593595578038,1.0390234719898432
212,0.0004128757900070923,3.081906999796047e-05,2.9584069998236374e-05,13.396763433627797,13.956017208981235,1.0417454393461656
213,0.0004139485900122963,3.0682970009365815e-05,2.960687999802758e-05,13.49115127661829,13.981499909476234,1.0363459443011194
214,0.0004150191900043865,3.153865998683614e-05,3.0232560002332322e-05,13.159062248605697,13.727556977390252,1.0432017660563002
215,0.0004195251899909636,3.171825999743305e-05,2.983395999763161e-05,13.226614260205812,14.062001491731834,1.0631595671493501
216,0.00042154034999839494,3.1582950014126255e-05,3.020166999704088e-05,13.347086000827996,13.957517913403361,1.0457352198478003
217,0.00042237217001456884,3.262644000642467e-05,3.0309569992823527e-05,12.94570201135634,13.935274242246754,1.0764402139043778
218,0.0004329916299866454,3.298284000265994e-05,3.105046998825855e-05,13.12778493155005,13.944768956810547,1.0622331969574728
219,0.00043478330000652933,3.280756000094698e-05,3.126835999864852e-05,13.252533867010513,13.904896196197098,1.0492254791221858
220,0.00043787159000203247,3.3099060001404726e-05,3.249045999837108e-05,13.229124633250889,13.476927997448644,1.0187316524008634
221,0.0004415274699931615,3.324056000565179e-05,3.185576999385376e-05,13.28279276637006,13.860203978065815,1.0434706181035716
222,0.00044554426000104286,3.3966959999816024e-05,3.2652570007485336e-05,13.116989568788496,13.644998231346122,1.0402537990739893
223,0.0004502330399918719,3.4965350005222716e-05,3.36518500080274e-05,12.876548924138365,13.37914675967212,1.0390320293500057
224,0.000456421919989225,3.446304999670247e-05,3.391513999304152e-05,13.243805177803381,13.457763113549598,1.0161553218938022
225,0.0004560325900092721,3.5038650003116346e-05,3.3128759987448575e-05,13.015130148242369,13.76545908093295,1.057650513221484
226,0.0004593349000060698,3.5445749999780675e-05,3.356904999236576e-05,12.95881452667561,13.683285648850095,1.0559056633369641
227,0.0004569667999930971,3.4707150007307064e-05,3.408734999538865e-05,13.16635909018429,13.405759029520212,1.018182698625803
228,0.00045864820000133475,3.564304999599699e-05,3.48994500018307e-05,12.867815746768157,13.14198934302047,1.0213069258721064
229,0.0004635536800014961,3.480425000816467e-05,3.396124000573764e-05,13.318881455361108,13.64949218353571,1.024822709720982
230,0.00047057126999789034,3.6082649985473835e-05,3.4701050008152376e-05,13.0414831002527,13.560721358210724,1.0398143565395537
231,0.00046984614000393775,3.5834749996865864e-05,3.367585999512812e-05,13.111466943261243,13.952016075370022,1.0641079396947863
